block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
11445;main;quadtree.cpp:143-143,quadtree.cpp:174-174;28.107360839844;12.460000038147;;;;;;;;
10898;main;particle.cpp:18-19;19.185640335083;8.5049991607666;;;;;;;;
11464;main;quadtree.cpp:153-158,quadtree.cpp:187-187;16.185415267944;7.1749982833862;;;;;;;;
11439;main;quadtree.cpp:163-163;11.662525177002;5.1700000762939;;;;;;;;
10896;main;particle.cpp:14-15;6.0906801223755;2.7000000476837;;;;;;;;
11463;main;quadtree.cpp:151-153;5.0981245040894;2.2599999904633;;;;;;;;
11438;main;quadtree.cpp:161-161;1.6129021644592;0.71499997377396;;;;;;;;
11442;main;quadtree.cpp:172-172;1.4662747383118;0.64999997615814;;;;;;;;
11441;main;quadtree.cpp:171-172;1.4324378967285;0.63500010967255;;;;;;;;
11446;main;quadtree.cpp:177-177;1.4211586713791;0.62999999523163;;;;;;;;
11461;main;quadtree.cpp:150-151;1.1955778598785;0.52999997138977;;;;;;;;
11447;main;quadtree.cpp:181-181;0.99255502223969;0.43999987840652;;;;;;;;
11460;main;quadtree.cpp:150-150;0.82336956262589;0.36499992012978;;;;;;;;
11443;main;quadtree.cpp:172-172;0.47371953725815;0.20999999344349;;;;;;;;
11440;main;quadtree.cpp:164-164;0.38348725438118;0.16999998688698;;;;;;;;
11458;main;quadtree.cpp:165-165;0.30453398823738;0.13499999046326;;;;;;;;
10900;main;particle.cpp:22-23;0.27069687843323;0.11999998986721;;;;;;;;
11455;main;quadtree.cpp:187-187;0.22558072209358;0.099999986588955;;;;;;;;
11462;main;quadtree.cpp:151-151;0.16918554902077;0.074999995529652;;;;;;;;
11533;main;quadtree.cpp:275-279;0.16918554902077;0.074999995529652;;;;;;;;
11535;main;quadtree.cpp:275-279;0.16918554902077;0.074999995529652;;;;;;;;
11536;main;quadtree.cpp:275-279;0.13534843921661;0.059999994933605;;;;;;;;
11520;main;stl_vector.h:1131-1131,stl_iterator.h:1068-1068,quadtree.cpp:274-275;0.10151133686304;0.044999998062849;;;;;;;;
11454;main;quadtree.cpp:184-184;0.10151133686304;0.044999998062849;;;;;;;;
11531;main;quadtree.cpp:275-279;0.067674219608307;0.029999997466803;;;;;;;;
11534;main;quadtree.cpp:275-279;0.067674219608307;0.029999997466803;;;;;;;;
11494;main;quadtree.cpp:272-272;0.056395180523396;0.024999996647239;;;;;;;;
11472;main;quadtree.cpp:272-272;0.033837109804153;0.014999998733401;;;;;;;;
10904;main;particle.cpp:30-31;0.022558072581887;0.00999999884516;;;;;;;;
11250;main;quadtree.cpp:309-309;0.022558072581887;0.00999999884516;;;;;;;;
11231;main;stl_vector.h:1131-1131,quadtree.cpp:293-293,quadtree.cpp:300-300;0.022558072581887;0.00999999884516;;;;;;;;
11444;main;quadtree.cpp:172-172;0.022558072581887;0.00999999884516;;;;;;;;
11448;main;quadtree.cpp:182-182;0.022558072581887;0.00999999884516;;;;;;;;
11450;main;quadtree.cpp:183-183;0.022558072581887;0.00999999884516;;;;;;;;
11459;main;quadtree.cpp:150-150;0.011279036290944;0.00499999942258;;;;;;;;
10914;main;particle.cpp:50-51;0.011279036290944;0.00499999942258;;;;;;;;
10912;main;particle.cpp:46-47;0.011279036290944;0.00499999942258;;;;;;;;
10902;main;particle.cpp:26-27;0.011279036290944;0.00499999942258;;;;;;;;
11217;main;quadtree.cpp:293-293,quadtree.cpp:300-300;0.011279036290944;0.00499999942258;;;;;;;;
11537;main;stl_vector.h:1131-1131;0.011279036290944;0.00499999942258;;;;;;;;
11234;main;quadtree.cpp:301-301;0.011279036290944;0.00499999942258;;;;;;;;
11523;main;quadtree.cpp:275-277;0.011279036290944;0.00499999942258;;;;;;;;
11239;main;quadtree.cpp:309-309;0.011279036290944;0.00499999942258;;;;;;;;
